10	1.3149805411054436	0.3383314904950646
60	0.18359103216406106	0.050782175366404725
110	0.09469072446814181	0.02761283025912142
160	0.06812586583770949	0.01896502542171591
210	0.05101654755824116	0.014432439096764333
260	0.04295205794119508	0.01166827348210578
310	0.03526355422913505	0.009785457148424818
360	0.030114712457369075	0.008426100413555127
410	0.026651715041197274	0.007397972280276718
460	0.024171211109563676	0.006594217850401541
510	0.020053130146993392	0.005949591932913907
560	0.019277843744165746	0.005415750979633212
610	0.017744881987665655	0.004972373079438606
660	0.014939562831487174	0.004597139395874408
710	0.015344581978253752	0.00427171081580778
760	0.014202289622620795	0.003990957360743901
810	0.013823968748776366	0.0037472325052095253
860	0.01281286901563257	0.0035268966979442335
910	0.011418937019699399	0.003333198846510321
960	0.011554460943394518	0.0031610716800963314
